Record_Date,Raw_pH,Raw_COD_mgL,Raw_BOD_mgL,Raw_TDS_mgL,Raw_TSS_mgL,Input_Lime_kg_m3,Input_Urea_kg_m3,Input_DAP_kg_m3,Output_Biogas_m3_m3,Operating_Shift,Production_Level,Plant_Status,Final_pH,Final_COD_mgL,Final_BOD_mgL,Final_TDS_mgL,Final_TSS_mgL,Month,Quarter,Season,Compliance
2025-03-15,4.19,123819.0,61969.0,91705.0,13872.0,4.03,0.41,0.13,385.34,Night,Low,Normal Operation,7.21,180.0,37.0,79.0,13.0,March,1,Long Rains,0
2025-03-16,4.27,122955.0,64163.0,99067.0,23023.0,2.64,0.31,0.09,374.87,Morning,Medium,Normal Operation,7.35,168.0,24.0,107.0,7.0,March,1,Long Rains,0
2025-03-17,4.19,129082.0,69222.0,78706.0,16784.0,3.68,0.35,0.11,420.37,Night,Low,Normal Operation,7.3,180.0,34.0,117.0,12.0,March,1,Long Rains,0
2025-03-18,3.83,117172.0,54828.0,91662.0,23086.0,3.27,0.3,0.08,355.33,Morning,Low,Normal Operation,7.29,180.0,40.0,122.0,14.0,March,1,Long Rains,0
2025-03-19,4.18,99438.0,52702.0,98441.0,17726.0,3.54,0.37,0.08,295.88,Afternoon,Low,Normal Operation,7.07,180.0,40.0,83.0,9.0,March,1,Long Rains,0
2025-03-20,3.97,119796.0,60530.0,90112.0,12000.0,3.16,0.34,0.11,387.72,Night,High,Normal Operation,7.45,180.0,38.0,95.0,8.0,March,1,Long Rains,0
2025-03-21,4.32,107184.0,52483.0,110000.0,21122.0,2.86,0.29,0.09,361.97,Morning,Low,Maintenance,7.0,180.0,26.0,110.0,19.0,March,1,Long Rains,0
2025-03-22,4.27,108657.0,50327.0,74983.0,15935.0,3.5,0.43,0.08,340.99,Night,Medium,Normal Operation,7.37,180.0,33.0,111.0,7.0,March,1,Long Rains,0
2025-03-23,4.03,122036.0,65476.0,99529.0,20445.0,3.46,0.41,0.09,366.77,Morning,Low,Normal Operation,7.12,40.0,7.0,119.0,15.0,March,1,Long Rains,1
2025-03-24,4.11,129859.0,60479.0,88445.0,18088.0,3.59,0.31,0.11,422.75,Night,Low,Normal Operation,7.18,180.0,25.0,79.0,19.0,March,1,Long Rains,0
2025-03-25,4.01,115255.0,55435.0,96947.0,12599.0,3.19,0.38,0.09,363.0,Morning,Medium,Normal Operation,7.29,115.0,15.0,98.0,12.0,March,1,Long Rains,0
2025-03-26,4.19,118706.0,56861.0,93972.0,18575.0,2.96,0.38,0.1,326.58,Night,Medium,Normal Operation,7.29,180.0,24.0,89.0,8.0,March,1,Long Rains,0
2025-03-27,4.37,135427.0,72743.0,83402.0,25000.0,2.58,0.39,0.1,401.44,Morning,High,Normal Operation,6.95,180.0,32.0,90.0,18.0,March,1,Long Rains,0
2025-03-28,4.02,117889.0,60980.0,92061.0,19725.0,3.53,0.25,0.06,351.06,Afternoon,High,Normal Operation,7.38,180.0,40.0,99.0,6.0,March,1,Long Rains,0
2025-03-29,4.29,140000.0,74154.0,73279.0,17799.0,3.37,0.41,0.07,501.08,Afternoon,High,Normal Operation,7.35,180.0,38.0,69.0,10.0,March,1,Long Rains,0
2025-03-30,4.1,121786.0,57854.0,95429.0,21764.0,2.81,0.32,0.11,320.08,Afternoon,Medium,Normal Operation,7.03,180.0,23.0,106.0,7.0,March,1,Long Rains,0
2025-03-31,4.06,93871.0,48108.0,92683.0,18737.0,2.98,0.33,0.09,281.42,Morning,Medium,Normal Operation,7.36,110.0,14.0,75.0,16.0,March,1,Long Rains,0
2025-04-01,4.18,124040.0,62910.0,95748.0,18733.0,3.01,0.5,0.12,417.47,Afternoon,Medium,Normal Operation,7.0,180.0,26.0,87.0,16.0,April,2,Long Rains,0
2025-04-02,4.01,119574.0,63767.0,99523.0,14179.0,2.61,0.37,0.12,406.78,Morning,High,Maintenance,7.04,180.0,26.0,125.0,5.0,April,2,Long Rains,0
2025-04-03,4.1,130477.0,70537.0,93309.0,18818.0,2.87,0.33,0.11,470.77,Afternoon,Medium,Normal Operation,7.21,180.0,23.0,99.0,15.0,April,2,Long Rains,0
2025-04-04,3.98,123078.0,55535.0,91333.0,21624.0,2.75,0.22,0.14,367.6,Morning,Medium,Maintenance,7.03,180.0,37.0,108.0,17.0,April,2,Long Rains,0
2025-04-05,4.55,113339.0,58642.0,82070.0,15074.0,3.04,0.43,0.1,326.98,Night,Low,Normal Operation,7.21,180.0,33.0,71.0,17.0,April,2,Long Rains,0
2025-04-06,4.21,100308.0,45659.0,83590.0,22986.0,2.9,0.27,0.11,312.25,Morning,Low,Normal Operation,7.18,40.0,9.0,82.0,15.0,April,2,Long Rains,1
2025-04-07,4.07,112492.0,56795.0,100681.0,17679.0,2.55,0.29,0.09,331.72,Morning,High,Normal Operation,7.08,180.0,33.0,124.0,10.0,April,2,Long Rains,0
2025-04-08,4.24,104794.0,50171.0,102927.0,14893.0,4.01,0.33,0.15,317.59,Morning,Medium,Normal Operation,7.42,68.0,10.0,78.0,16.0,April,2,Long Rains,1
2025-04-09,4.18,108034.0,51929.0,87857.0,21492.0,3.7,0.43,0.14,335.8,Afternoon,Medium,Normal Operation,7.25,180.0,38.0,88.0,15.0,April,2,Long Rains,0
2025-04-10,4.16,122063.0,59237.0,90414.0,16996.0,2.89,0.4,0.1,340.78,Morning,Low,Normal Operation,7.18,40.0,7.0,129.0,19.0,April,2,Long Rains,1
2025-04-11,4.31,135039.0,69157.0,81858.0,20658.0,3.31,0.34,0.11,481.64,Afternoon,High,Normal Operation,7.35,180.0,31.0,77.0,13.0,April,2,Long Rains,0
2025-04-12,4.34,119736.0,57881.0,100555.0,16979.0,3.37,0.37,0.13,360.73,Night,Low,Normal Operation,7.32,180.0,22.0,100.0,14.0,April,2,Long Rains,0
2025-04-13,4.1,100649.0,52667.0,95989.0,17791.0,3.68,0.31,0.1,294.22,Afternoon,High,Normal Operation,7.37,180.0,24.0,101.0,10.0,April,2,Long Rains,0
2025-04-14,4.1,120335.0,59019.0,107471.0,19727.0,2.87,0.36,0.09,407.58,Afternoon,Low,Maintenance,7.01,180.0,25.0,95.0,10.0,April,2,Long Rains,0
2025-04-15,4.15,129360.0,59096.0,82095.0,19018.0,3.64,0.35,0.12,377.0,Morning,High,Normal Operation,7.33,180.0,27.0,75.0,5.0,April,2,Long Rains,0
2025-04-16,3.8,107683.0,56897.0,86598.0,12000.0,2.98,0.41,0.1,372.61,Afternoon,Medium,Maintenance,7.06,180.0,26.0,91.0,11.0,April,2,Long Rains,0
2025-04-17,3.93,113392.0,54267.0,92083.0,14076.0,2.67,0.41,0.1,341.22,Morning,Low,Normal Operation,6.97,47.0,5.0,64.0,16.0,April,2,Long Rains,1
2025-04-18,4.45,115176.0,56814.0,95818.0,21253.0,3.49,0.38,0.08,383.61,Night,Medium,Normal Operation,7.23,180.0,25.0,101.0,12.0,April,2,Long Rains,0
2025-04-19,4.5,105581.0,54749.0,88059.0,17538.0,3.72,0.33,0.07,303.84,Morning,Medium,Normal Operation,7.17,180.0,31.0,90.0,11.0,April,2,Long Rains,0
2025-04-20,4.16,122779.0,59333.0,82143.0,16167.0,4.24,0.39,0.1,350.21,Afternoon,Low,Normal Operation,7.45,62.0,16.0,110.0,11.0,April,2,Long Rains,1
2025-04-21,4.3,113549.0,51739.0,97933.0,13245.0,2.72,0.34,0.12,321.02,Morning,High,Normal Operation,7.23,180.0,27.0,87.0,9.0,April,2,Long Rains,0
2025-04-22,4.26,120034.0,58504.0,96490.0,14221.0,3.48,0.29,0.1,328.49,Night,Medium,Normal Operation,7.01,180.0,25.0,81.0,13.0,April,2,Long Rains,0
2025-04-23,4.6,104350.0,56813.0,81754.0,12000.0,3.04,0.33,0.13,372.63,Morning,Medium,Normal Operation,7.08,180.0,25.0,86.0,14.0,April,2,Long Rains,0
2025-04-24,4.4,109751.0,56431.0,102199.0,17646.0,3.51,0.36,0.09,343.69,Afternoon,Low,Normal Operation,7.07,129.0,30.0,80.0,14.0,April,2,Long Rains,0
2025-04-25,4.18,123669.0,63955.0,100532.0,15905.0,2.61,0.4,0.08,377.91,Morning,Medium,Normal Operation,7.06,127.0,26.0,115.0,13.0,April,2,Long Rains,0
2025-04-26,4.03,110526.0,56725.0,91209.0,14617.0,2.69,0.34,0.1,312.28,Afternoon,High,Normal Operation,7.18,180.0,22.0,87.0,6.0,April,2,Long Rains,0
2025-04-27,3.91,135724.0,63776.0,90716.0,17762.0,2.89,0.28,0.1,419.63,Night,Medium,Normal Operation,7.12,180.0,38.0,83.0,13.0,April,2,Long Rains,0
2025-04-28,4.24,110204.0,54202.0,94987.0,19274.0,3.23,0.35,0.12,365.9,Afternoon,High,Normal Operation,7.13,180.0,35.0,124.0,24.0,April,2,Long Rains,0
2025-04-29,4.06,117696.0,61802.0,82245.0,25000.0,2.94,0.36,0.08,376.53,Afternoon,High,Normal Operation,7.32,180.0,31.0,107.0,14.0,April,2,Long Rains,0
2025-04-30,3.94,126191.0,58065.0,90270.0,12708.0,3.46,0.36,0.13,368.5,Night,Low,Normal Operation,6.96,180.0,30.0,123.0,7.0,April,2,Long Rains,0
2025-05-01,4.08,97980.0,46813.0,70629.0,22058.0,3.61,0.41,0.14,273.46,Afternoon,Low,Normal Operation,7.41,102.0,20.0,116.0,2.0,May,2,Long Rains,0
2025-05-02,4.01,93870.0,44835.0,97888.0,21406.0,3.44,0.41,0.1,288.44,Afternoon,High,Normal Operation,7.17,180.0,23.0,82.0,13.0,May,2,Long Rains,0
2025-05-03,4.5,96692.0,47689.0,75947.0,15273.0,3.85,0.31,0.12,263.16,Afternoon,Medium,Normal Operation,7.29,180.0,32.0,120.0,18.0,May,2,Long Rains,0
2025-05-04,4.36,130151.0,71328.0,103531.0,18711.0,3.37,0.31,0.08,444.58,Afternoon,Low,Normal Operation,7.16,111.0,21.0,121.0,14.0,May,2,Long Rains,0
2025-05-05,4.2,108378.0,49502.0,87029.0,16398.0,2.71,0.29,0.12,320.09,Morning,Medium,Normal Operation,7.31,180.0,33.0,127.0,18.0,May,2,Long Rains,0
2025-05-06,4.47,140000.0,70262.0,88095.0,18650.0,3.75,0.39,0.12,483.21,Night,Medium,Normal Operation,7.13,180.0,38.0,116.0,13.0,May,2,Long Rains,0
2025-05-07,4.21,108229.0,50644.0,84350.0,23282.0,2.96,0.44,0.12,307.51,Afternoon,High,Normal Operation,7.17,180.0,36.0,118.0,11.0,May,2,Long Rains,0
2025-05-08,4.04,117215.0,64124.0,87408.0,20120.0,3.56,0.33,0.1,426.28,Morning,Low,Normal Operation,7.32,180.0,36.0,90.0,15.0,May,2,Long Rains,0
2025-05-09,4.47,133505.0,61590.0,102767.0,19780.0,3.83,0.34,0.05,393.96,Night,Low,Normal Operation,7.1,180.0,40.0,74.0,13.0,May,2,Long Rains,0
2025-05-10,4.3,139073.0,68196.0,70000.0,16494.0,3.38,0.44,0.09,469.91,Morning,High,Normal Operation,7.12,180.0,37.0,86.0,11.0,May,2,Long Rains,0
2025-05-11,4.01,139738.0,73193.0,101493.0,12806.0,2.6,0.38,0.09,446.3,Morning,High,Normal Operation,7.09,180.0,33.0,67.0,13.0,May,2,Long Rains,0
2025-05-12,4.17,129500.0,67399.0,93042.0,17270.0,2.83,0.38,0.08,402.96,Afternoon,Medium,Normal Operation,7.04,180.0,37.0,130.0,9.0,May,2,Long Rains,0
2025-05-13,4.04,127289.0,62661.0,79137.0,22223.0,3.73,0.28,0.1,428.02,Night,High,Normal Operation,7.18,180.0,25.0,87.0,21.0,May,2,Long Rains,0
2025-05-14,3.95,122110.0,59181.0,80322.0,12655.0,3.13,0.39,0.09,329.87,Night,Medium,Normal Operation,7.15,180.0,32.0,123.0,15.0,May,2,Long Rains,0
2025-05-15,4.37,124340.0,60897.0,105088.0,14307.0,3.23,0.29,0.08,347.39,Night,High,Normal Operation,7.28,180.0,31.0,71.0,13.0,May,2,Long Rains,0
2025-05-16,4.54,108386.0,51638.0,81490.0,18442.0,3.5,0.28,0.08,290.39,Night,Medium,Normal Operation,7.2,180.0,37.0,115.0,14.0,May,2,Long Rains,0
2025-05-17,3.95,105182.0,49491.0,79620.0,14554.0,3.48,0.33,0.09,334.79,Morning,Low,Normal Operation,7.37,40.0,7.0,95.0,15.0,May,2,Long Rains,1
2025-05-18,4.3,114960.0,57285.0,100236.0,15226.0,3.31,0.31,0.12,315.98,Morning,Medium,Normal Operation,7.1,180.0,41.0,76.0,10.0,May,2,Long Rains,0
2025-05-19,4.08,112958.0,53864.0,93047.0,16517.0,3.12,0.34,0.09,365.87,Night,Medium,Normal Operation,7.04,180.0,41.0,117.0,13.0,May,2,Long Rains,0
2025-05-20,4.11,109561.0,52452.0,81559.0,13220.0,3.07,0.26,0.09,323.99,Morning,High,Normal Operation,7.41,180.0,35.0,111.0,8.0,May,2,Long Rains,0
2025-05-21,4.09,123357.0,63612.0,91950.0,14591.0,3.54,0.41,0.09,350.25,Afternoon,Medium,Normal Operation,7.17,180.0,24.0,106.0,17.0,May,2,Long Rains,0
2025-05-22,4.04,126464.0,69157.0,80768.0,20462.0,3.42,0.42,0.11,422.03,Afternoon,High,Normal Operation,7.08,180.0,25.0,96.0,15.0,May,2,Long Rains,0
2025-05-23,4.21,116061.0,59233.0,99907.0,13424.0,3.1,0.23,0.11,342.38,Morning,High,Normal Operation,6.98,180.0,29.0,96.0,18.0,May,2,Long Rains,0
2025-05-24,4.05,132730.0,60750.0,99552.0,12407.0,3.63,0.41,0.05,391.03,Night,Low,Normal Operation,7.39,180.0,29.0,94.0,23.0,May,2,Long Rains,0
2025-05-25,4.25,101300.0,46351.0,94788.0,15795.0,3.15,0.3,0.12,302.16,Afternoon,High,Normal Operation,7.15,180.0,27.0,85.0,15.0,May,2,Long Rains,0
2025-05-26,4.19,112676.0,61425.0,93255.0,20562.0,2.86,0.4,0.13,382.75,Afternoon,Medium,Normal Operation,7.12,180.0,28.0,94.0,13.0,May,2,Long Rains,0
2025-05-27,4.16,106398.0,51042.0,105851.0,17311.0,2.9,0.35,0.08,283.83,Night,High,Normal Operation,7.14,180.0,40.0,130.0,10.0,May,2,Long Rains,0
2025-05-28,4.04,92602.0,42523.0,89997.0,16374.0,2.81,0.35,0.08,275.73,Afternoon,Medium,Normal Operation,7.26,180.0,28.0,158.0,16.0,May,2,Long Rains,0
2025-05-29,4.1,114008.0,58133.0,79363.0,18155.0,3.09,0.34,0.09,393.16,Morning,Medium,Normal Operation,7.16,180.0,41.0,128.0,14.0,May,2,Long Rains,0
2025-05-30,4.34,113539.0,58173.0,94045.0,12000.0,3.69,0.42,0.08,382.81,Afternoon,Medium,Normal Operation,7.56,180.0,34.0,102.0,16.0,May,2,Long Rains,0
2025-05-31,4.29,133161.0,68558.0,108774.0,19731.0,2.88,0.28,0.1,462.42,Night,Low,Normal Operation,7.17,180.0,32.0,84.0,18.0,May,2,Long Rains,0
2025-06-01,4.02,122570.0,58434.0,80867.0,19342.0,3.28,0.39,0.06,338.96,Night,Low,Normal Operation,7.34,180.0,26.0,75.0,9.0,June,2,Cool Season,0
2025-06-02,4.22,102710.0,46375.0,86747.0,16567.0,2.94,0.42,0.08,316.89,Night,Medium,Normal Operation,7.26,180.0,36.0,84.0,8.0,June,2,Cool Season,0
2025-06-03,4.34,137249.0,75007.0,93748.0,21521.0,3.1,0.39,0.13,448.79,Afternoon,High,Normal Operation,7.18,180.0,37.0,82.0,11.0,June,2,Cool Season,0
2025-06-04,3.9,129652.0,61596.0,89515.0,14054.0,2.6,0.49,0.08,340.02,Morning,Medium,Normal Operation,7.04,180.0,27.0,144.0,15.0,June,2,Cool Season,0
2025-06-05,4.3,121985.0,63140.0,81159.0,21948.0,3.11,0.32,0.12,427.15,Night,Medium,Normal Operation,7.23,180.0,25.0,136.0,15.0,June,2,Cool Season,0
2025-06-06,4.08,112282.0,58461.0,100097.0,18541.0,3.12,0.41,0.11,404.13,Night,Medium,Normal Operation,7.25,180.0,23.0,112.0,9.0,June,2,Cool Season,0
2025-06-07,4.3,103487.0,52882.0,110000.0,16822.0,3.42,0.34,0.06,342.85,Morning,Medium,Normal Operation,7.16,69.0,5.0,71.0,16.0,June,2,Cool Season,1
2025-06-08,4.06,110534.0,53199.0,91765.0,17930.0,3.29,0.42,0.11,311.06,Morning,Low,Normal Operation,7.23,180.0,29.0,107.0,7.0,June,2,Cool Season,0
2025-06-09,3.88,128065.0,61101.0,81863.0,17625.0,2.72,0.35,0.1,359.13,Night,High,Normal Operation,7.28,180.0,32.0,98.0,5.0,June,2,Cool Season,0
2025-06-10,3.91,137615.0,70152.0,76059.0,22271.0,3.63,0.33,0.09,434.93,Night,High,Maintenance,7.51,180.0,30.0,53.0,12.0,June,2,Cool Season,0
2025-06-11,4.21,133519.0,71648.0,92322.0,14232.0,3.28,0.43,0.1,490.55,Night,Medium,Normal Operation,7.32,180.0,42.0,107.0,10.0,June,2,Cool Season,0
2025-06-12,4.25,109134.0,59442.0,99935.0,15331.0,3.28,0.32,0.11,340.27,Night,Low,Normal Operation,7.44,180.0,34.0,83.0,16.0,June,2,Cool Season,0
2025-06-13,4.04,101565.0,46780.0,94277.0,21627.0,3.2,0.27,0.11,315.25,Afternoon,Low,Maintenance,7.12,180.0,34.0,81.0,12.0,June,2,Cool Season,0
2025-06-14,4.31,116691.0,54317.0,89978.0,15916.0,2.99,0.32,0.12,322.48,Afternoon,Medium,Normal Operation,7.25,180.0,32.0,86.0,17.0,June,2,Cool Season,0
2025-06-15,3.9,93779.0,51060.0,84697.0,21152.0,3.29,0.39,0.11,342.76,Afternoon,Medium,Normal Operation,7.37,180.0,35.0,85.0,12.0,June,2,Cool Season,0
2025-06-16,4.19,118878.0,62251.0,80171.0,23948.0,3.39,0.43,0.07,428.31,Morning,High,Normal Operation,7.12,180.0,28.0,96.0,11.0,June,2,Cool Season,0
2025-06-17,3.98,113229.0,60951.0,97513.0,16594.0,2.5,0.36,0.09,374.31,Afternoon,Medium,Normal Operation,7.04,180.0,24.0,100.0,17.0,June,2,Cool Season,0
2025-06-18,4.08,109408.0,51450.0,98224.0,20385.0,2.98,0.43,0.15,311.15,Afternoon,High,Normal Operation,7.38,180.0,32.0,56.0,11.0,June,2,Cool Season,0
2025-06-19,4.21,95864.0,48771.0,76088.0,13962.0,3.1,0.27,0.11,326.93,Afternoon,Medium,Normal Operation,7.07,180.0,35.0,121.0,18.0,June,2,Cool Season,0
2025-06-20,4.05,121163.0,63019.0,104309.0,20642.0,3.3,0.32,0.15,396.65,Afternoon,Medium,Normal Operation,7.05,180.0,30.0,78.0,13.0,June,2,Cool Season,0
2025-06-21,4.13,108608.0,56260.0,95167.0,18698.0,3.68,0.33,0.13,367.19,Afternoon,Medium,Normal Operation,7.45,180.0,22.0,82.0,2.0,June,2,Cool Season,0
2025-06-22,4.38,100961.0,49553.0,102596.0,19656.0,2.89,0.34,0.1,318.84,Morning,Low,Normal Operation,7.3,180.0,34.0,84.0,18.0,June,2,Cool Season,0
2025-06-23,4.1,90000.0,40639.0,77921.0,15740.0,3.0,0.36,0.11,232.83,Morning,Medium,Normal Operation,7.22,180.0,27.0,85.0,14.0,June,2,Cool Season,0
2025-06-24,4.35,114670.0,58286.0,77708.0,12186.0,2.99,0.39,0.1,394.43,Morning,High,Normal Operation,7.16,180.0,25.0,125.0,16.0,June,2,Cool Season,0
2025-06-25,4.0,136267.0,64769.0,88659.0,19761.0,2.88,0.32,0.07,375.25,Morning,Medium,Normal Operation,7.1,79.0,17.0,91.0,5.0,June,2,Cool Season,1
2025-06-26,4.3,134935.0,66796.0,94525.0,12000.0,3.06,0.36,0.1,460.79,Night,High,Maintenance,7.21,180.0,31.0,113.0,8.0,June,2,Cool Season,0
2025-06-27,4.46,109515.0,59769.0,106167.0,16889.0,3.51,0.35,0.12,351.19,Morning,Medium,Normal Operation,7.44,121.0,26.0,99.0,7.0,June,2,Cool Season,0
2025-06-28,3.8,107773.0,52799.0,96355.0,21294.0,2.78,0.29,0.09,348.51,Morning,Low,Normal Operation,7.17,180.0,35.0,90.0,13.0,June,2,Cool Season,0
2025-06-29,4.06,120625.0,64412.0,87816.0,18672.0,3.37,0.34,0.11,381.77,Afternoon,Medium,Normal Operation,7.49,180.0,31.0,98.0,18.0,June,2,Cool Season,0
2025-06-30,4.3,103019.0,48301.0,80763.0,24819.0,2.52,0.34,0.12,288.68,Afternoon,Medium,Maintenance,6.99,180.0,30.0,62.0,13.0,June,2,Cool Season,0
2025-07-01,4.16,118622.0,61357.0,101070.0,21588.0,2.98,0.34,0.08,365.99,Morning,Medium,Maintenance,7.16,180.0,23.0,87.0,16.0,July,3,Cool Season,0
2025-07-02,4.27,124193.0,68021.0,81318.0,15711.0,3.07,0.35,0.09,450.42,Night,Low,Normal Operation,7.14,180.0,26.0,116.0,16.0,July,3,Cool Season,0
2025-07-03,4.09,129723.0,59697.0,104656.0,18096.0,3.87,0.35,0.08,378.2,Night,Medium,Normal Operation,7.17,180.0,30.0,170.0,14.0,July,3,Cool Season,0
2025-07-04,4.22,113798.0,51304.0,87441.0,17834.0,3.09,0.32,0.08,350.12,Morning,Low,Normal Operation,7.17,56.0,15.0,72.0,2.0,July,3,Cool Season,1
2025-07-05,4.17,112556.0,55530.0,104315.0,12462.0,2.5,0.43,0.07,331.02,Morning,Low,Maintenance,7.15,180.0,22.0,97.0,8.0,July,3,Cool Season,0
2025-07-06,4.41,104464.0,47976.0,96110.0,14709.0,2.5,0.28,0.08,313.67,Night,Medium,Normal Operation,7.16,180.0,28.0,83.0,8.0,July,3,Cool Season,0
2025-07-07,4.25,105077.0,55149.0,88767.0,16037.0,3.21,0.31,0.13,365.6,Night,Medium,Normal Operation,7.46,180.0,30.0,140.0,15.0,July,3,Cool Season,0
2025-07-08,4.26,112282.0,60796.0,85325.0,12000.0,3.45,0.5,0.08,348.19,Afternoon,High,Normal Operation,7.29,180.0,32.0,81.0,10.0,July,3,Cool Season,0
2025-07-09,4.13,119408.0,58916.0,86932.0,18166.0,3.35,0.29,0.1,359.44,Morning,Medium,Normal Operation,7.36,180.0,32.0,94.0,10.0,July,3,Cool Season,0
2025-07-10,4.11,125963.0,59942.0,93855.0,17128.0,3.27,0.27,0.09,373.09,Afternoon,High,Normal Operation,7.22,180.0,31.0,76.0,2.0,July,3,Cool Season,0
2025-07-11,4.12,105362.0,51990.0,90694.0,12145.0,3.66,0.39,0.12,313.68,Afternoon,Medium,Normal Operation,7.47,180.0,26.0,91.0,13.0,July,3,Cool Season,0
2025-07-12,4.27,132912.0,69426.0,84656.0,19415.0,2.98,0.23,0.13,415.39,Morning,Medium,Maintenance,7.46,180.0,33.0,100.0,17.0,July,3,Cool Season,0
2025-07-13,4.12,111747.0,50387.0,88509.0,20506.0,3.56,0.34,0.12,329.01,Afternoon,Medium,Normal Operation,7.32,180.0,40.0,111.0,18.0,July,3,Cool Season,0
2025-07-14,4.25,114744.0,58398.0,90707.0,18795.0,2.55,0.48,0.11,340.1,Afternoon,High,Normal Operation,6.98,180.0,23.0,65.0,13.0,July,3,Cool Season,0
2025-07-15,4.57,106033.0,54218.0,70841.0,16866.0,2.84,0.26,0.1,355.89,Morning,Medium,Normal Operation,7.08,180.0,33.0,110.0,4.0,July,3,Cool Season,0
2025-07-16,4.36,90000.0,46239.0,94124.0,20070.0,2.5,0.23,0.08,319.17,Night,High,Normal Operation,7.13,180.0,28.0,90.0,19.0,July,3,Cool Season,0
2025-07-17,4.14,125609.0,59564.0,81183.0,20381.0,3.09,0.26,0.14,378.1,Night,Medium,Normal Operation,7.24,180.0,37.0,92.0,15.0,July,3,Cool Season,0
2025-07-18,4.42,123842.0,64572.0,79620.0,19076.0,3.18,0.4,0.08,414.37,Morning,Low,Normal Operation,7.28,40.0,9.0,104.0,13.0,July,3,Cool Season,1
2025-07-19,4.13,111624.0,51251.0,74814.0,15114.0,3.25,0.42,0.11,287.18,Night,Medium,Normal Operation,7.26,180.0,43.0,76.0,3.0,July,3,Cool Season,0
2025-07-20,3.83,115804.0,54419.0,73855.0,18968.0,3.22,0.32,0.12,369.87,Morning,Low,Normal Operation,7.2,57.0,11.0,110.0,15.0,July,3,Cool Season,1
2025-07-21,4.02,121191.0,65170.0,77801.0,22184.0,2.83,0.39,0.09,386.34,Night,Medium,Normal Operation,7.07,180.0,35.0,89.0,11.0,July,3,Cool Season,0
2025-07-22,3.86,96249.0,50422.0,83619.0,15912.0,3.12,0.43,0.12,323.84,Morning,Low,Maintenance,7.24,180.0,21.0,119.0,15.0,July,3,Cool Season,0
2025-07-23,4.14,108651.0,49042.0,107579.0,25000.0,2.6,0.46,0.12,341.76,Morning,Medium,Normal Operation,7.33,180.0,38.0,98.0,14.0,July,3,Cool Season,0
2025-07-24,4.2,124531.0,59132.0,85267.0,16160.0,3.75,0.34,0.13,378.05,Afternoon,High,Normal Operation,7.4,180.0,30.0,91.0,18.0,July,3,Cool Season,0
2025-07-25,4.5,99949.0,47120.0,91600.0,18113.0,3.08,0.21,0.09,310.38,Afternoon,Medium,Normal Operation,7.25,180.0,28.0,81.0,13.0,July,3,Cool Season,0
2025-07-26,4.26,118523.0,56545.0,93604.0,15646.0,3.0,0.3,0.07,348.77,Night,High,Normal Operation,7.29,180.0,28.0,109.0,14.0,July,3,Cool Season,0
2025-07-27,4.16,98721.0,46868.0,91180.0,18781.0,3.84,0.32,0.09,262.02,Morning,Medium,Maintenance,7.25,180.0,33.0,112.0,18.0,July,3,Cool Season,0
2025-07-28,4.35,120597.0,55023.0,89303.0,12000.0,2.7,0.33,0.1,368.45,Morning,Medium,Normal Operation,7.06,87.0,11.0,88.0,8.0,July,3,Cool Season,1
2025-07-29,3.8,114572.0,56816.0,79242.0,16089.0,2.75,0.34,0.1,315.47,Afternoon,High,Normal Operation,7.04,180.0,35.0,81.0,18.0,July,3,Cool Season,0
2025-07-30,4.24,95618.0,50035.0,103058.0,14178.0,2.76,0.42,0.09,327.78,Afternoon,High,Normal Operation,7.12,180.0,15.0,103.0,10.0,July,3,Cool Season,0
2025-07-31,4.34,128977.0,65865.0,106265.0,18474.0,3.17,0.43,0.06,364.52,Morning,High,Normal Operation,7.15,180.0,25.0,77.0,9.0,July,3,Cool Season,0
2025-08-01,3.93,106185.0,54928.0,74856.0,21481.0,3.37,0.34,0.11,373.15,Afternoon,Medium,Normal Operation,7.37,180.0,27.0,72.0,12.0,August,3,Cool Season,0
2025-08-02,4.41,105277.0,48229.0,80784.0,20261.0,3.5,0.42,0.14,276.66,Night,Medium,Normal Operation,7.19,180.0,26.0,77.0,11.0,August,3,Cool Season,0
2025-08-03,4.26,117407.0,64004.0,87482.0,12000.0,4.23,0.37,0.11,401.4,Night,Low,Normal Operation,7.26,180.0,37.0,77.0,20.0,August,3,Cool Season,0
2025-08-04,4.13,128784.0,68751.0,81319.0,25000.0,2.5,0.35,0.11,439.71,Night,Medium,Normal Operation,7.33,180.0,31.0,60.0,12.0,August,3,Cool Season,0
2025-08-05,4.31,102810.0,54542.0,94554.0,19033.0,3.44,0.4,0.11,337.41,Morning,Medium,Normal Operation,7.18,98.0,15.0,61.0,7.0,August,3,Cool Season,1
2025-08-06,4.6,115740.0,61608.0,83446.0,15282.0,2.98,0.35,0.11,370.34,Afternoon,High,Normal Operation,7.18,180.0,35.0,79.0,9.0,August,3,Cool Season,0
2025-08-07,4.23,120146.0,65272.0,109486.0,18550.0,2.97,0.47,0.12,404.8,Morning,High,Normal Operation,7.22,180.0,41.0,103.0,12.0,August,3,Cool Season,0
2025-08-08,4.24,123317.0,62204.0,100715.0,18617.0,2.95,0.26,0.11,371.18,Afternoon,Medium,Maintenance,7.03,180.0,27.0,82.0,6.0,August,3,Cool Season,0
